scene_id,collection,path,step,path_name,step_name,pool
IHTest_202204_DistStA-20221110/Path28_DistStA/Path28_Step16,IHTest_202204_DistStA-20221110,path28,path28_step16,Path28_DistStA,Path28_Step16,without_prior_cyl
IHTest_202204_DistStA-20221110/Path28_DistStA/Path28_Step2,IHTest_202204_DistStA-20221110,path28,path28_step2,Path28_DistStA,Path28_Step2,without_prior_cyl
IHTest_202204_DistStA-20221110/Path28_DistStA/Path28_Step3,IHTest_202204_DistStA-20221110,path28,path28_step3,Path28_DistStA,Path28_Step3,without_prior_cyl
IHTest_202204_DistStA-20221110/Path28_DistStA/Path28_Step4,IHTest_202204_DistStA-20221110,path28,path28_step4,Path28_DistStA,Path28_Step4,without_prior_cyl
IHTest_202204_DistStA-20221110/Path28_DistStA/Path28_Step5,IHTest_202204_DistStA-20221110,path28,path28_step5,Path28_DistStA,Path28_Step5,without_prior_cyl
IHTest_202204_DistStA-20221110/Path28_DistStA/Path28_Step6,IHTest_202204_DistStA-20221110,path28,path28_step6,Path28_DistStA,Path28_Step6,without_prior_cyl
IHTest_202204_DistStA-20221110/Path28_DistStA/Path28_Step7,IHTest_202204_DistStA-20221110,path28,path28_step7,Path28_DistStA,Path28_Step7,without_prior_cyl
IHTest_202204_DistStA-20221110/Path28_DistStA/Path28_Step8,IHTest_202204_DistStA-20221110,path28,path28_step8,Path28_DistStA,Path28_Step8,without_prior_cyl
IHTest_202204_DistStA-20221110/Path28_DistStA/Path28_Step9,IHTest_202204_DistStA-20221110,path28,path28_step9,Path28_DistStA,Path28_Step9,without_prior_cyl
IHTest_202204_DistStA-20221110/Path30_DistStA/Path30_Step1,IHTest_202204_DistStA-20221110,path30,path30_step1,Path30_DistStA,Path30_Step1,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step1,IHTest_202204_DistStA-20221110,path31,path31_step1,Path31_DistStA,Path31_Step1,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step10,IHTest_202204_DistStA-20221110,path31,path31_step10,Path31_DistStA,Path31_Step10,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step11,IHTest_202204_DistStA-20221110,path31,path31_step11,Path31_DistStA,Path31_Step11,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step12,IHTest_202204_DistStA-20221110,path31,path31_step12,Path31_DistStA,Path31_Step12,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step13,IHTest_202204_DistStA-20221110,path31,path31_step13,Path31_DistStA,Path31_Step13,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step14,IHTest_202204_DistStA-20221110,path31,path31_step14,Path31_DistStA,Path31_Step14,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step15,IHTest_202204_DistStA-20221110,path31,path31_step15,Path31_DistStA,Path31_Step15,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step16,IHTest_202204_DistStA-20221110,path31,path31_step16,Path31_DistStA,Path31_Step16,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step17,IHTest_202204_DistStA-20221110,path31,path31_step17,Path31_DistStA,Path31_Step17,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step18,IHTest_202204_DistStA-20221110,path31,path31_step18,Path31_DistStA,Path31_Step18,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step19,IHTest_202204_DistStA-20221110,path31,path31_step19,Path31_DistStA,Path31_Step19,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step2,IHTest_202204_DistStA-20221110,path31,path31_step2,Path31_DistStA,Path31_Step2,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step20,IHTest_202204_DistStA-20221110,path31,path31_step20,Path31_DistStA,Path31_Step20,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step21,IHTest_202204_DistStA-20221110,path31,path31_step21,Path31_DistStA,Path31_Step21,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step3,IHTest_202204_DistStA-20221110,path31,path31_step3,Path31_DistStA,Path31_Step3,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step4,IHTest_202204_DistStA-20221110,path31,path31_step4,Path31_DistStA,Path31_Step4,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step5,IHTest_202204_DistStA-20221110,path31,path31_step5,Path31_DistStA,Path31_Step5,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step6,IHTest_202204_DistStA-20221110,path31,path31_step6,Path31_DistStA,Path31_Step6,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step7,IHTest_202204_DistStA-20221110,path31,path31_step7,Path31_DistStA,Path31_Step7,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step8,IHTest_202204_DistStA-20221110,path31,path31_step8,Path31_DistStA,Path31_Step8,without_prior_cyl
IHTest_202204_DistStA-20221110/Path31_DistStA/Path31_Step9,IHTest_202204_DistStA-20221110,path31,path31_step9,Path31_DistStA,Path31_Step9,without_prior_cyl
IHTest_202204_DistStA-20221110/Path33_DistStA/Path33_Step1,IHTest_202204_DistStA-20221110,path33,path33_step1,Path33_DistStA,Path33_Step1,without_prior_cyl
IHTest_202204_DistStA-20221110/Path33_DistStA/Path33_Step10,IHTest_202204_DistStA-20221110,path33,path33_step10,Path33_DistStA,Path33_Step10,without_prior_cyl
IHTest_202204_DistStA-20221110/Path33_DistStA/Path33_Step11,IHTest_202204_DistStA-20221110,path33,path33_step11,Path33_DistStA,Path33_Step11,without_prior_cyl
IHTest_202204_DistStA-20221110/Path33_DistStA/Path33_Step12,IHTest_202204_DistStA-20221110,path33,path33_step12,Path33_DistStA,Path33_Step12,without_prior_cyl
IHTest_202204_DistStA-20221110/Path33_DistStA/Path33_Step13,IHTest_202204_DistStA-20221110,path33,path33_step13,Path33_DistStA,Path33_Step13,without_prior_cyl
IHTest_202204_DistStA-20221110/Path33_DistStA/Path33_Step14,IHTest_202204_DistStA-20221110,path33,path33_step14,Path33_DistStA,Path33_Step14,without_prior_cyl
IHTest_202204_DistStA-20221110/Path33_DistStA/Path33_Step15,IHTest_202204_DistStA-20221110,path33,path33_step15,Path33_DistStA,Path33_Step15,without_prior_cyl
IHTest_202204_DistStA-20221110/Path33_DistStA/Path33_Step16,IHTest_202204_DistStA-20221110,path33,path33_step16,Path33_DistStA,Path33_Step16,without_prior_cyl
IHTest_202204_DistStA-20221110/Path33_DistStA/Path33_Step2,IHTest_202204_DistStA-20221110,path33,path33_step2,Path33_DistStA,Path33_Step2,without_prior_cyl
IHTest_202204_DistStA-20221110/Path33_DistStA/Path33_Step3,IHTest_202204_DistStA-20221110,path33,path33_step3,Path33_DistStA,Path33_Step3,without_prior_cyl
IHTest_202204_DistStA-20221110/Path33_DistStA/Path33_Step4,IHTest_202204_DistStA-20221110,path33,path33_step4,Path33_DistStA,Path33_Step4,without_prior_cyl
IHTest_202204_DistStA-20221110/Path33_DistStA/Path33_Step5,IHTest_202204_DistStA-20221110,path33,path33_step5,Path33_DistStA,Path33_Step5,without_prior_cyl
IHTest_202204_DistStA-20221110/Path33_DistStA/Path33_Step6,IHTest_202204_DistStA-20221110,path33,path33_step6,Path33_DistStA,Path33_Step6,without_prior_cyl
IHTest_202204_DistStA-20221110/Path33_DistStA/Path33_Step7,IHTest_202204_DistStA-20221110,path33,path33_step7,Path33_DistStA,Path33_Step7,without_prior_cyl
IHTest_202204_DistStA-20221110/Path33_DistStA/Path33_Step8,IHTest_202204_DistStA-20221110,path33,path33_step8,Path33_DistStA,Path33_Step8,without_prior_cyl
IHTest_202204_DistStA-20221110/Path33_DistStA/Path33_Step9,IHTest_202204_DistStA-20221110,path33,path33_step9,Path33_DistStA,Path33_Step9,without_prior_cyl
IHTest_202204_DistStA-20221110/Path35_DistStA/Path35_Step1,IHTest_202204_DistStA-20221110,path35,path35_step1,Path35_DistStA,Path35_Step1,without_prior_cyl
IHTest_202204_DistStA-20221110/Path36_DistStA/Path36_Step1,IHTest_202204_DistStA-20221110,path36,path36_step1,Path36_DistStA,Path36_Step1,without_prior_cyl
IHTest_202204_DistStA-20221110/Path36_DistStA/Path36_Step11,IHTest_202204_DistStA-20221110,path36,path36_step11,Path36_DistStA,Path36_Step11,without_prior_cyl
IHTest_202204_DistStA-20221110/Path36_DistStA/Path36_Step16,IHTest_202204_DistStA-20221110,path36,path36_step16,Path36_DistStA,Path36_Step16,without_prior_cyl
IHTest_202204_DistStA-20221110/Path36_DistStA/Path36_Step2,IHTest_202204_DistStA-20221110,path36,path36_step2,Path36_DistStA,Path36_Step2,without_prior_cyl
IHTest_202204_DistStA-20221110/Path36_DistStA/Path36_Step21,IHTest_202204_DistStA-20221110,path36,path36_step21,Path36_DistStA,Path36_Step21,without_prior_cyl
IHTest_202204_DistStA-20221110/Path36_DistStA/Path36_Step26,IHTest_202204_DistStA-20221110,path36,path36_step26,Path36_DistStA,Path36_Step26,without_prior_cyl
IHTest_202204_DistStA-20221110/Path36_DistStA/Path36_Step31,IHTest_202204_DistStA-20221110,path36,path36_step31,Path36_DistStA,Path36_Step31,without_prior_cyl
IHTest_202204_DistStA-20221110/Path36_DistStA/Path36_Step38,IHTest_202204_DistStA-20221110,path36,path36_step38,Path36_DistStA,Path36_Step38,without_prior_cyl
IHTest_202204_DistStA-20221110/Path36_DistStA/Path36_Step41,IHTest_202204_DistStA-20221110,path36,path36_step41,Path36_DistStA,Path36_Step41,without_prior_cyl
IHTest_202204_DistStA-20221110/Path36_DistStA/Path36_Step6,IHTest_202204_DistStA-20221110,path36,path36_step6,Path36_DistStA,Path36_Step6,without_prior_cyl
IHTest_202204_DistStA-20221110/Path38_DistStA/Path38_Step1,IHTest_202204_DistStA-20221110,path38,path38_step1,Path38_DistStA,Path38_Step1,without_prior_cyl
IHTest_202204_DistStA-20221110/Path38_DistStA/Path38_Step15,IHTest_202204_DistStA-20221110,path38,path38_step15,Path38_DistStA,Path38_Step15,without_prior_cyl
IHTest_202204_DistStA-20221110/Path38_DistStA/Path38_Step2,IHTest_202204_DistStA-20221110,path38,path38_step2,Path38_DistStA,Path38_Step2,without_prior_cyl
IHTest_202204_DistStA-20221110/Path38_DistStA/Path38_Step4,IHTest_202204_DistStA-20221110,path38,path38_step4,Path38_DistStA,Path38_Step4,without_prior_cyl
IHTest_202204_DistStA-20221110/Path38_DistStA/Path38_Step5,IHTest_202204_DistStA-20221110,path38,path38_step5,Path38_DistStA,Path38_Step5,without_prior_cyl
IHTest_202204_DistStA-20221110/Path38_DistStA/Path38_Step7,IHTest_202204_DistStA-20221110,path38,path38_step7,Path38_DistStA,Path38_Step7,without_prior_cyl
IHTest_202204_DistStA-20221110/Path38_DistStA/Path38_Step9,IHTest_202204_DistStA-20221110,path38,path38_step9,Path38_DistStA,Path38_Step9,without_prior_cyl
IHTest_202204_DistStA-20221110/Path5_DistStA/Path5_Step21,IHTest_202204_DistStA-20221110,path5,path5_step21,Path5_DistStA,Path5_Step21,without_prior_cyl
IHTest_202204_DistStA-20221110/Path5_DistStA/Path5_Step42,IHTest_202204_DistStA-20221110,path5,path5_step42,Path5_DistStA,Path5_Step42,without_prior_cyl
IHTest_202204_DistStA-20221110/Path7_DistStA/Path7_Step1,IHTest_202204_DistStA-20221110,path7,path7_step1,Path7_DistStA,Path7_Step1,without_prior_cyl
IHTest_202204_DistStA-20221110/Path7_DistStA/Path7_Step10,IHTest_202204_DistStA-20221110,path7,path7_step10,Path7_DistStA,Path7_Step10,without_prior_cyl
IHTest_202204_DistStA-20221110/Path7_DistStA/Path7_Step3,IHTest_202204_DistStA-20221110,path7,path7_step3,Path7_DistStA,Path7_Step3,without_prior_cyl
IHTest_202204_DistStA-20221110/Path7_DistStA/Path7_Step4,IHTest_202204_DistStA-20221110,path7,path7_step4,Path7_DistStA,Path7_Step4,without_prior_cyl
IHTest_202204_DistStA-20221110/Path7_DistStA/Path7_Step5,IHTest_202204_DistStA-20221110,path7,path7_step5,Path7_DistStA,Path7_Step5,without_prior_cyl
IHTest_202204_DistStA-20221110/Path7_DistStA/Path7_Step6,IHTest_202204_DistStA-20221110,path7,path7_step6,Path7_DistStA,Path7_Step6,without_prior_cyl
IHTest_202204_DistStA-20221110/Path7_DistStA/Path7_Step7,IHTest_202204_DistStA-20221110,path7,path7_step7,Path7_DistStA,Path7_Step7,without_prior_cyl
IHTest_202204_DistStA-20221110/Path7_DistStA/Path7_Step8,IHTest_202204_DistStA-20221110,path7,path7_step8,Path7_DistStA,Path7_Step8,without_prior_cyl
IHTest_202204_DistStA-20221110/Path7_DistStA/Path7_Step9,IHTest_202204_DistStA-20221110,path7,path7_step9,Path7_DistStA,Path7_Step9,without_prior_cyl
